Ensembl Gene ID	Chromosome Name	Gene Start (bp)	Gene End (bp)
ENSG00000273492	21	27543189	27589700
ENSG00000222320	18	29517496	29517602
ENSG00000233672	13	51450822	51484848
ENSG00000263823	18	29522538	29524119
ENSG00000206802	21	27563026	27563132
ENSG00000265273	18	29542141	29543581
ENSG00000229025	21	27722099	27722953
ENSG00000266105	18	29546923	29547508
ENSG00000232692	21	27750871	27844017
ENSG00000263917	18	29598792	29691742
ENSG00000265063	18	29640868	29640952
ENSG00000214917	18	29655848	29656235
ENSG00000265008	18	29671258	29672082
ENSG00000238982	18	29674467	29674569
ENSG00000262917	HG183_PATCH	62555145	62574426
ENSG00000263393	18	29702363	29704441
ENSG00000199373	18	29756013	29756131
ENSG00000265279	18	29775989	29776929
ENSG00000263904	18	29825909	29828995
ENSG00000222395	18	29843098	29843201
ENSG00000264982	18	29867400	29870303
ENSG00000215492	18	29991471	29993167
ENSG00000260389	18	30091626	30094597
ENSG00000104129	15	41060067	41099675
ENSG00000221621	18	30106105	30106185
ENSG00000177150	18	13663346	13726662
ENSG00000263688	18	30161491	30162791
ENSG00000123201	13	51568647	51654998
ENSG00000155313	21	17102344	17252377
ENSG00000197934	21	27765954	27941571
ENSG00000273115	21	27832222	27832533
ENSG00000223563	21	28261695	28312061
ENSG00000266133	21	28326280	28326362
ENSG00000215326	21	28515663	28516268
ENSG00000231236	21	28731204	28820898
ENSG00000236332	21	28733483	28768106
ENSG00000222920	13	51601883	51601988
ENSG00000226792	13	51656984	51746524
ENSG00000214878	13	51735859	51736493
ENSG00000271242	13	51770017	51770217
ENSG00000263077	HG183_PATCH	62576980	62585072
ENSG00000266072	13	51922703	51922775
ENSG00000269965	13	51935701	51936371
ENSG00000270101	13	51936795	51937579
ENSG00000101638	18	44259081	44339220
ENSG00000236778	13	52026503	52126500
ENSG00000232560	21	18811208	18821503
ENSG00000265146	HSCHR19LRC_COX2_CTG1	54785613	54785684
ENSG00000262931	HSCHR19LRC_COX2_CTG1	55043099	55043205
ENSG00000224892	13	52028300	52035451
ENSG00000243900	13	52043886	52044181
ENSG00000229906	13	52070156	52070387
ENSG00000266611	13	52126725	52126803
ENSG00000263046	HG183_PATCH	62584096	62615309
ENSG00000252141	13	52139548	52139645
ENSG00000206920	13	52160560	52160668
ENSG00000242893	13	52168057	52168351
ENSG00000224451	13	52172552	52173596
ENSG00000231856	13	52378433	52387356
ENSG00000232872	13	52482354	52484757
ENSG00000236044	13	52540878	52541285
ENSG00000261138	HG183_PATCH	62385676	62386050
ENSG00000217576	13	52741844	52865692
ENSG00000239823	HG183_PATCH	62467518	62467623
ENSG00000265031	HG183_PATCH	62502429	62502530
ENSG00000266804	HG183_PATCH	62539910	62540007
ENSG00000261387	HG183_PATCH	62568883	62569149
ENSG00000265387	HG183_PATCH	62578133	62578199
ENSG00000154639	21	18884700	18965897
ENSG00000265492	HG183_PATCH	62578574	62578673
ENSG00000263516	HG183_PATCH	62608135	62608217
ENSG00000243406	13	52741844	52768600
ENSG00000101654	18	13726659	13764557
ENSG00000261074	HG998_1_PATCH	139098179	139137687
ENSG00000078043	18	44388353	44500123
ENSG00000272281	13	52793479	52908412
ENSG00000156958	15	49447853	49660066
ENSG00000260220	HG998_1_PATCH	139173226	139198747
ENSG00000266342	HG998_1_PATCH	139141817	139143051
ENSG00000154640	21	18965971	18985265
ENSG00000233300	21	28739333	28740266
ENSG00000271236	15	41052795	41053072
ENSG00000217026	21	28792699	28793342
ENSG00000219592	21	28864437	28864580
ENSG00000234052	21	29011012	29025810
ENSG00000261183	15	41128006	41136585
ENSG00000188277	15	41062159	41064643
ENSG00000249139	20	44165625	44176065
ENSG00000225298	21	29094698	29123552
ENSG00000264256	15	41167511	41167608
ENSG00000260587	HG186_PATCH	50712672	51421329
ENSG00000251161	15	41199009	41201540
ENSG00000234083	21	29327240	29357614
ENSG00000259405	15	41240934	41241067
ENSG00000178457	21	29385682	29395552
ENSG00000259617	15	41291472	41297063
ENSG00000259463	15	41303795	41305498
ENSG00000232079	21	29420733	29509930
ENSG00000259521	15	41309005	41320091
ENSG00000259880	HG186_PATCH	51422478	51426828
ENSG00000259547	15	41401076	41401376
ENSG00000158901	20	44179792	44207965
ENSG00000140416	15	63334831	63364114
ENSG00000157021	15	41455360	41456572
ENSG00000240847	15	41484165	41484463
ENSG00000259956	HG186_PATCH	51428699	51435339
ENSG00000180205	20	44236578	44259907
ENSG00000154642	21	19161284	19191703
ENSG00000247556	15	41576188	41601901
ENSG00000260383	HG243_PATCH	145202919	145316830
ENSG00000243355	18	30359002	30359249
ENSG00000263765	18	30413417	30518280
ENSG00000263450	18	30534039	30537962
ENSG00000267642	18	31132087	31158151
ENSG00000199204	18	31581662	31581763
ENSG00000267746	18	31802929	31804725
ENSG00000267585	18	32153951	32154487
ENSG00000268873	18	32317759	32347627
ENSG00000221409	18	32399910	32399995
ENSG00000268573	18	32860831	32870165
ENSG00000257267	18	32870246	32890730
ENSG00000239683	18	32963318	32963989
ENSG00000267583	18	33023833	33047052
ENSG00000266965	18	33175865	33177563
ENSG00000267397	18	33296334	33297942
ENSG00000140577	15	91073157	91188577
ENSG00000267797	18	33421723	33422581
ENSG00000207797	18	33484781	33484889
ENSG00000261236	HG243_PATCH	145317005	145346273
ENSG00000265641	18	33514051	33514105
ENSG00000166140	15	41099284	41106767
ENSG00000267627	18	33531766	33546081
ENSG00000260552	18	33759959	33767411
ENSG00000267404	18	33853537	33854562
ENSG00000267456	18	33858698	33859082
ENSG00000101138	20	54967427	54979518
ENSG00000252078	18	34222576	34222647
ENSG00000267039	18	34481909	34503777
ENSG00000267651	18	34814082	34816205
ENSG00000154645	21	19273580	19639690
ENSG00000260623	HG186_PATCH	51433298	51537425
ENSG00000267707	18	34823739	34827179
ENSG00000267202	18	34853669	34856535
ENSG00000266530	18	35237098	35237178
ENSG00000243516	18	35252652	35253139
ENSG00000268566	18	36235173	36267962
ENSG00000222704	18	36596011	36596308
ENSG00000253038	18	36613971	36614074
ENSG00000271564	13	52908430	52916031
ENSG00000260428	HG243_PATCH	145321463	145323384
ENSG00000267374	18	36786888	37380282
ENSG00000199605	13	52974139	52974234
ENSG00000235660	13	53058296	53058815
ENSG00000180305	20	44258165	44259835
ENSG00000175886	18	36914836	36915639
ENSG00000244471	13	53063128	53073440
ENSG00000259396	15	41635278	41636423
ENSG00000266148	18	37256685	37256743
ENSG00000200407	15	41740940	41741042
ENSG00000068793	15	22892005	23006016
ENSG00000259838	15	41849225	41849633
ENSG00000212354	18	37258484	37258586
ENSG00000267413	18	37421138	37504804
ENSG00000180083	20	44277202	44298909
ENSG00000198384	13	53063128	53161222
ENSG00000260926	15	41901664	41904925
ENSG00000261715	18	37646250	37679197
ENSG00000207766	15	41983783	41983876
ENSG00000267664	18	37723890	37724468
ENSG00000270702	15	42010568	42010870
ENSG00000238333	18	38052785	38052846
ENSG00000260814	15	42062954	42064930
ENSG00000250379	15	42117297	42120134
ENSG00000182931	20	44313292	44333658
ENSG00000265557	GL000231.1	21878	21950
ENSG00000267313	18	39047395	39212149
ENSG00000154646	21	19641433	19858197
ENSG00000200293	15	42144111	42144227
ENSG00000264850	15	42158693	42158749
ENSG00000259792	15	78285747	78287631
ENSG00000174171	15	42184991	42190773
ENSG00000168634	20	44330655	44337456
ENSG00000221476	15	78330873	78330937
ENSG00000199633	15	78383514	78383639
ENSG00000267652	18	39369127	39369360
ENSG00000272003	15	42188137	42189031
ENSG00000225253	18	39399018	39399386
ENSG00000260988	15	78433585	78435515
ENSG00000259883	15	42213615	42221081
ENSG00000149651	20	44350990	44354469
ENSG00000267088	18	39669276	39669716
ENSG00000246740	15	42264961	42291292
ENSG00000259708	15	78542844	78556498
ENSG00000257797	15	42298330	42302315
ENSG00000272418	15	78573292	78574532
ENSG00000259562	15	78582869	78583563
ENSG00000261132	HG243_PATCH	145346494	145369625
ENSG00000259322	15	78585628	78588391
ENSG00000259413	15	78674915	78675497
ENSG00000259474	15	78772399	78774162
ENSG00000261762	15	78881465	78883618
ENSG00000267586	18	39739247	40271387
ENSG00000259555	15	78918237	78920535
ENSG00000261443	HG186_PATCH	51579011	51701025
ENSG00000101365	20	2639041	2644865
ENSG00000250299	13	53191693	53211581
ENSG00000261303	15	78952986	79027837
ENSG00000167216	18	44497455	44627658
ENSG00000124116	20	44376583	44420571
ENSG00000211579	13	53384179	53384274
ENSG00000150276	13	53394632	53395153
ENSG00000237092	13	53720674	53725943
ENSG00000225510	13	53774116	53776547
ENSG00000087589	20	54987168	55034396
ENSG00000241613	13	53832212	53832505
ENSG00000220990	13	53941980	53942091
ENSG00000213307	15	78953389	78953918
ENSG00000261517	13	54389554	54450254
ENSG00000238166	15	79044449	79045715
ENSG00000234787	13	54689924	54707001
ENSG00000243711	15	79155589	79156071
ENSG00000236532	21	29488413	29600986
ENSG00000271652	13	54690611	54690986
ENSG00000252061	15	79191182	79191278
ENSG00000207712	15	42491768	42491864
ENSG00000177699	15	79271231	79278268
ENSG00000136149	13	55014839	55015450
ENSG00000261002	15	42500611	42519188
ENSG00000154654	21	22370633	22915650
ENSG00000239022	15	79406635	79406701
ENSG00000266699	13	55380002	55380092
ENSG00000232855	21	29811667	30047170
ENSG00000260571	15	42605885	42606584
ENSG00000264387	13	55748589	55748683
ENSG00000228611	13	56573334	56574582
ENSG00000228319	13	56788507	56791076
ENSG00000226935	21	29911640	29912677
ENSG00000238455	13	57133758	57133859
ENSG00000259234	15	79484049	79576287
ENSG00000201665	13	57459418	57459736
ENSG00000271140	13	57747587	57747766
ENSG00000251894	21	30115530	30115613
ENSG00000230009	13	57778513	57778933
ENSG00000215005	21	30259602	30261594
ENSG00000166143	15	41107650	41120907
ENSG00000234421	13	57888873	57890043
ENSG00000215317	21	30274101	30276019
ENSG00000176054	21	30369934	30370354
ENSG00000207695	15	79502130	79502213
ENSG00000258461	15	42640301	42704515
ENSG00000273254	21	30396576	30397211
ENSG00000259419	15	79528674	79529548
ENSG00000225352	13	57965305	57965652
ENSG00000231125	21	30430394	30432416
ENSG00000202422	13	58565484	58565598
ENSG00000266543	15	79631072	79631156
ENSG00000232954	13	58785831	58807251
ENSG00000232687	21	30500022	30500509
ENSG00000261712	15	79705700	79706228
ENSG00000201984	21	30511604	30511705
ENSG00000222733	13	59101789	59101885
ENSG00000212479	21	30552747	30552960
ENSG00000214335	13	59102749	59105160
ENSG00000259493	15	79851598	79852646
ENSG00000224649	21	30554348	30560116
ENSG00000261698	HG243_PATCH	145371194	145381813
ENSG00000223717	13	59325181	59326367
ENSG00000259208	15	79960684	79961158
ENSG00000214281	13	59584466	59584738
ENSG00000166262	15	49619159	49913128
ENSG00000232647	13	59645596	59645937
ENSG00000215533	21	30565801	30660526
ENSG00000260674	15	80035653	80035810
ENSG00000271190	13	59836814	59837525
ENSG00000239003	13	60054204	60054266
ENSG00000213527	15	80044031	80044391
ENSG00000227528	13	60586885	60618491
ENSG00000265745	13	60608601	60608896
ENSG00000223815	13	60718832	60727639
ENSG00000176136	18	13824154	13826861
ENSG00000226332	20	60880488	60881381
ENSG00000202151	13	60761872	60761964
ENSG00000227336	13	60788486	60789080
ENSG00000265329	20	60907543	60907613
ENSG00000238213	13	60848910	60850140
ENSG00000212054	13	61026838	61026919
ENSG00000228812	20	60928051	60931536
ENSG00000223076	13	61187742	61187868
ENSG00000236608	13	61211022	61212231
ENSG00000229207	9	34318405	34319653
ENSG00000225249	13	61259333	61268662
ENSG00000185231	18	13882043	13915706
ENSG00000207032	9	34389941	34390049
ENSG00000233017	20	61004604	61006568
ENSG00000251697	9	34478620	34478903
ENSG00000206854	13	61363694	61363795
ENSG00000272050	20	61052926	61053650
ENSG00000230729	9	34521525	34524239
ENSG00000103642	15	63413999	63434260
ENSG00000253018	13	61390831	61390923
ENSG00000260542	20	61088965	61091152
ENSG00000227510	13	61491176	61494141
ENSG00000232983	9	34546522	34546994
ENSG00000266663	13	61773932	61774014
ENSG00000236056	21	30594642	30595578
ENSG00000212007	13	62334417	62334509
ENSG00000234033	13	62379283	62379809
ENSG00000174403	20	61141550	61148733
ENSG00000237159	9	34568013	34582827
ENSG00000248476	21	30723955	30734215
ENSG00000270856	13	62501223	62501405
ENSG00000229578	13	62578226	62603681
ENSG00000197299	15	91260558	91358859
ENSG00000273017	21	30731323	30731774
ENSG00000199017	20	61151510	61151586
ENSG00000230142	13	62798230	62824080
ENSG00000261215	9	34661900	34666026
ENSG00000207764	20	61162119	61162220
ENSG00000230074	9	34665662	34681295
ENSG00000226094	20	61169878	61170591
ENSG00000227611	13	62895438	62896531
ENSG00000253040	18	39850554	39850680
ENSG00000202250	18	41412124	41412230
ENSG00000229307	13	62897790	62902966
ENSG00000264490	20	61172797	61174714
ENSG00000267716	18	41619436	41620105
ENSG00000154719	21	26957968	26979829
ENSG00000257198	9	34832292	34838583
ENSG00000232105	13	62902121	62902517
ENSG00000202060	18	41651548	41651666
ENSG00000232121	20	61265033	61266856
ENSG00000267573	18	41900765	41902222
ENSG00000229882	20	61265124	61267214
ENSG00000261678	HG243_PATCH	145387965	145391184
ENSG00000271465	13	62980191	62981049
ENSG00000267337	18	41903401	42111662
ENSG00000228669	13	63246418	63306492
ENSG00000232803	20	61294371	61298076
ENSG00000267414	18	42256892	42259682
ENSG00000227564	13	63757234	63801189
ENSG00000187791	9	34889061	34895775
ENSG00000265957	18	42550047	42550131
ENSG00000175322	18	14057456	14132489
ENSG00000231061	13	64241814	64312151
ENSG00000267101	18	42710530	42761312
ENSG00000237687	20	61326376	61331832
ENSG00000215430	13	64316498	64316945
ENSG00000223669	20	61363918	61366699
ENSG00000237378	13	64322132	64325213
ENSG00000101160	20	57570240	57582302
ENSG00000228705	20	61405480	61406764
ENSG00000267097	18	43003729	43063183
ENSG00000178723	9	34917172	34918293
ENSG00000202478	13	64357934	64358037
ENSG00000229873	20	61431979	61436939
ENSG00000261587	HG243_PATCH	145407122	145410512
ENSG00000022277	20	55043647	55093943
ENSG00000213232	13	64385147	64385741
ENSG00000215199	9	34922181	34922918
ENSG00000233838	20	61476490	61477543
ENSG00000233148	9	35010700	35011282
ENSG00000241568	9	35049268	35049558
ENSG00000219926	13	64402973	64418258
ENSG00000266988	18	43063310	43109820
ENSG00000236527	20	61503602	61504428
ENSG00000234181	9	35096375	35098138
ENSG00000232118	21	30742340	30743547
ENSG00000215198	9	35147407	35149181
ENSG00000215432	13	64411166	64411589
ENSG00000228817	21	30742944	30746029
ENSG00000267354	18	43087167	43130148
ENSG00000272259	20	61640735	61716423
ENSG00000272299	13	64411428	64412164
ENSG00000259229	15	80050891	80051104
ENSG00000266968	18	43226118	43227895
ENSG00000239171	21	30761707	30761810
ENSG00000237849	13	64549584	64550555
ENSG00000234293	21	30868367	30872706
ENSG00000252995	15	80109691	80109792
ENSG00000267193	18	43249332	43327180
ENSG00000166145	15	41136216	41150405
ENSG00000227674	13	64560504	64650144
ENSG00000273464	21	31029726	31030151
ENSG00000259548	15	80124808	80125896
ENSG00000125514	20	61665569	61668380
ENSG00000261229	15	80135889	80136646
ENSG00000267558	18	43368495	43368632
ENSG00000214269	13	65532229	65533528
ENSG00000222179	18	43569619	43569911
ENSG00000174680	21	31120494	31136321
ENSG00000259770	15	80236840	80237920
ENSG00000237119	20	61669363	61685215
ENSG00000267293	18	43608272	43609795
ENSG00000252034	18	43656970	43657065
ENSG00000271364	15	80276493	80278066
ENSG00000214266	13	65883987	65885085
ENSG00000251939	18	43701581	43701687
ENSG00000231133	20	61726845	61733671
ENSG00000240983	18	44302938	44303186
ENSG00000180725	15	80282247	80282948
ENSG00000179766	9	35406752	35483026
ENSG00000259981	21	31462035	31470154
ENSG00000251881	15	80434400	80434469
ENSG00000270112	18	44336450	44340307
ENSG00000227342	21	31581469	31584101
ENSG00000236565	13	66362064	66362896
ENSG00000225978	20	61733483	61735738
ENSG00000259967	15	80458265	80459322
ENSG00000221685	13	66438305	66438398
ENSG00000225267	21	31635698	31636199
ENSG00000267167	18	44383187	44383857
ENSG00000259417	15	80487826	80544555
ENSG00000234767	13	66440306	66452351
ENSG00000260416	20	61758847	61760811
ENSG00000267587	18	44432595	44433845
ENSG00000263581	13	66540462	66540561
ENSG00000231977	20	61798149	61812255
ENSG00000263561	13	66792382	66792456
ENSG00000266957	18	44603732	44617651
ENSG00000207598	20	61809852	61809938
ENSG00000235737	13	66843129	66844590
ENSG00000267724	18	44632317	44634433
ENSG00000088881	20	2673524	2740753
ENSG00000266463	20	61870131	61870194
ENSG00000259361	15	80555410	80634147
ENSG00000234527	13	66878003	66897693
ENSG00000266104	20	61918160	61918218
ENSG00000238500	13	67204847	67204908
ENSG00000222439	20	61968691	61968801
ENSG00000228842	13	67399301	67489163
ENSG00000203900	20	61991340	62002529
ENSG00000244213	9	35449745	35450349
ENSG00000225263	13	67551564	67559908
ENSG00000235619	9	35507561	35507870
ENSG00000233840	13	67565018	67576139
ENSG00000227852	9	35592783	35592948
ENSG00000226390	20	62079404	62080682
ENSG00000214263	13	67840977	67841838
ENSG00000263892	9	35608091	35608156
ENSG00000201077	15	42719789	42719895
ENSG00000230226	20	62133640	62136464
ENSG00000231393	9	35642511	35643514
ENSG00000230040	13	67946519	67954108
ENSG00000261684	15	42824065	42825038
ENSG00000101162	20	57594309	57601709
ENSG00000227933	9	35646267	35647096
ENSG00000271287	13	68364539	68364926
ENSG00000232442	20	62258580	62260177
ENSG00000261822	15	42859229	42862192
ENSG00000269900	9	35657748	35658015
ENSG00000227969	13	68406008	68406959
ENSG00000140285	15	49715293	49780972
ENSG00000231667	13	68476487	68477374
ENSG00000260490	15	42864125	42864631
ENSG00000243136	9	35671773	35672039
ENSG00000229299	20	62376042	62377311
ENSG00000228843	9	35756709	35757937
ENSG00000226537	13	68485219	68486080
ENSG00000260282	15	42873354	42873686
ENSG00000183206	18	14507338	14543584
ENSG00000258010	15	80726136	80737493
ENSG00000231208	20	62439429	62447874
ENSG00000227388	9	35772160	35790429
ENSG00000234765	13	68863811	68865412
ENSG00000199805	20	62540308	62540472
ENSG00000239025	15	43000890	43000990
ENSG00000216141	20	62550834	62550950
ENSG00000263448	9	35811473	35811547
ENSG00000246283	15	43031316	43035400
ENSG00000259175	15	80846950	80855285
ENSG00000229910	13	68875737	68877434
ENSG00000216195	20	62551085	62551201
